ID,TARGET
2996,1
2997,1
2998,1
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,4
3007,1
3008,5
3009,2
3010,5
3011,2
3012,2
3013,3
3014,5
3015,1
3016,5
3017,5
3018,1
3019,5
3020,1
3021,2
3022,2
3023,4
3024,2
3025,3
3026,1
3027,4
3028,4
3029,1
3030,2
3031,5
3032,4
3033,3
3034,3
3035,1
3036,2
3037,4
3038,2
3039,2
3040,3
3041,5
3042,2
3043,3
3044,4
3045,4
3046,2
3047,3
3048,5
3049,2
3050,4
3051,4
3052,1
3053,3
3054,2
3055,1
3056,1
3057,3
3058,3
3059,2
3060,2
3061,1
3062,1
3063,3
3064,3
3065,4
3066,2
3067,2
3068,3
3069,4
3070,1
3071,3
3072,3
3073,2
3074,1
3075,1
3076,5
3077,1
3078,5
3079,5
3080,5
3081,5
3082,1
3083,1
3084,2
3085,1
3086,5
3087,4
3088,1
3089,2
3090,4
3091,5
3092,4
3093,4
3094,3
3095,1
3096,1
3097,1
3098,5
3099,5
3100,1
3101,5
3102,2
3103,1
3104,1
3105,5
3106,1
3107,2
3108,2
3109,1
3110,1
3111,5
3112,2
3113,5
3114,3
3115,5
3116,2
3117,5
3118,1
3119,2
3120,1
3121,1
3122,5
3123,5
3124,2
3125,1
3126,5
3127,1
3128,1
3129,1
3130,5
3131,5
3132,5
3133,5
3134,5
3135,4
3136,5
3137,4
3138,1
3139,2
3140,5
3141,4
3142,4
3143,5
3144,1
3145,4
3146,1
3147,5
3148,5
3149,2
3150,5
3151,1
3152,1
3153,2
3154,1
3155,3
3156,4
3157,5
3158,1
3159,2
3160,3
3161,4
3162,3
3163,2
3164,5
3165,3
3166,3
3167,3
3168,1
3169,2
3170,3
3171,5
3172,2
3173,2
3174,4
3175,5
3176,1
3177,5
3178,3
3179,1
3180,1
3181,1
3182,1
3183,5
3184,1
3185,1
3186,1
3187,1
3188,2
3189,4
3190,2
3191,1
3192,3
3193,4
3194,5
3195,1
3196,5
3197,5
3198,3
3199,1
3200,1
3201,1
3202,5
3203,3
3204,3
3205,2
3206,5
3207,3
3208,5
3209,4
3210,2
3211,3
3212,3
3213,4
3214,1
3215,1
3216,1
3217,5
3218,1
3219,5
3220,5
3221,5
3222,5
3223,1
3224,2
3225,2
3226,4
3227,3
3228,4
3229,3
3230,3
3231,3
3232,2
3233,4
3234,1
3235,1
3236,4
3237,2
3238,2
3239,2
3240,2
3241,1
3242,3
3243,2
3244,4
3245,1
3246,2
3247,1
3248,5
3249,4
3250,2
3251,2
3252,5
3253,1
3254,1
3255,1
3256,1
3257,5
3258,1
3259,4
3260,1
3261,2
3262,4
3263,4
3264,1
3265,1
3266,1
3267,5
3268,5
3269,3
3270,1
3271,2
3272,2
3273,1
3274,4
3275,5
3276,1
3277,4
3278,4
3279,2
3280,1
3281,4
3282,2
3283,2
3284,2
3285,5
3286,2
3287,1
3288,2
3289,4
3290,4
3291,5
3292,2
3293,2
3294,4
3295,1
3296,4
3297,1
3298,2
3299,1
3300,2
3301,4
3302,2
3303,1
3304,5
3305,1
3306,1
3307,1
3308,5
3309,5
3310,4
3311,1
3312,1
3313,1
3314,5
3315,5
3316,1
3317,5
3318,1
3319,1
3320,1
3321,5
3322,1
3323,4
3324,1
3325,1
3326,3
3327,3
3328,1
3329,4
3330,1
3331,2
3332,2
3333,3
3334,5
3335,4
3336,1
3337,4
3338,5
3339,4
3340,1
3341,2
3342,2
3343,4
3344,1
3345,4
3346,5
3347,5
3348,1
3349,1
3350,5
3351,2
3352,5
3353,5
3354,5
3355,1
3356,1
3357,1
3358,1
3359,5
3360,1
3361,1
3362,2
3363,2
3364,5
3365,3
3366,1
3367,2
3368,2
3369,5
3370,2
3371,1
3372,5
3373,2
3374,3
3375,3
3376,1
3377,2
3378,5
3379,4
3380,5
3381,3
3382,5
3383,5
3384,4
3385,5
3386,1
3387,1
3388,4
3389,1
3390,4
3391,1
3392,1
3393,1
3394,1
3395,5
3396,3
3397,1
3398,1
3399,5
3400,1
3401,1
3402,3
3403,3
3404,2
3405,2
3406,1
3407,1
3408,3
3409,1
3410,1
3411,1
3412,1
3413,1
3414,4
3415,3
3416,1
3417,1
3418,3
3419,1
3420,5
3421,4
3422,1
3423,4
3424,1
3425,3
3426,4
3427,4
3428,3
3429,4
3430,5
3431,4
3432,2
3433,3
3434,5
3435,4
3436,5
3437,4
3438,1
3439,1
3440,2
3441,2
3442,1
3443,2
3444,5
3445,3
3446,2
3447,2
3448,2
3449,1
3450,2
3451,4
3452,1
3453,3
3454,1
3455,3
3456,2
3457,2
3458,1
3459,5
3460,5
3461,2
3462,1
3463,5
3464,5
3465,1
3466,1
3467,4
3468,4
3469,4
3470,5
3471,3
3472,4
3473,1
3474,2
3475,2
3476,3
3477,1
3478,1
3479,1
3480,3
3481,4
3482,1
3483,1
3484,1
3485,1
3486,5
3487,2
3488,5
3489,1
3490,2
3491,1
3492,4
3493,1
3494,1
3495,3
3496,2
3497,4
3498,1
3499,4
3500,1
3501,3
3502,1
3503,1
3504,2
3505,2
3506,1
3507,3
3508,3
3509,1
3510,5
3511,1
3512,5
3513,5
3514,2
3515,1
3516,1
3517,1
3518,2
3519,1
3520,4
3521,1
3522,1
3523,5
3524,3
3525,5
3526,1
3527,5
3528,5
3529,2
3530,1
3531,3
3532,3
3533,1
3534,5
3535,4
3536,4
3537,4
3538,4
3539,1
3540,4
3541,5
3542,4
3543,5
3544,5
3545,1
3546,4
3547,1
3548,1
3549,4
3550,5
3551,2
3552,5
3553,4
3554,1
3555,4
3556,2
3557,3
3558,4
3559,4
3560,1
3561,5
3562,3
3563,5
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,2
3571,1
3572,2
3573,1
3574,1
3575,5
3576,5
3577,1
3578,4
3579,1
3580,4
3581,1
3582,4
3583,2
3584,2
3585,4
3586,1
3587,5
3588,4
3589,5
3590,4
3591,4
3592,1
3593,1
3594,4
3595,1
3596,2
3597,5
3598,2
3599,2
3600,1
3601,1
3602,3
3603,2
3604,5
3605,5
3606,2
3607,3
3608,2
3609,3
3610,2
3611,1
3612,1
3613,3
3614,5
3615,1
3616,5
3617,2
3618,2
3619,1
3620,1
3621,3
3622,1
3623,1
3624,3
3625,5
3626,1
3627,2
3628,4
3629,4
3630,1
3631,1
3632,3
3633,5
3634,2
3635,2
3636,1
3637,1
3638,1
3639,5
3640,5
3641,2
3642,3
3643,5
3644,1
3645,1
3646,1
3647,1
3648,5
3649,1
3650,1
3651,1
3652,4
3653,5
3654,4
3655,1
3656,5
3657,4
3658,1
3659,5
3660,2
3661,2
3662,1
3663,4
3664,5
3665,5
3666,1
3667,2
3668,4
3669,2
3670,1
3671,1
3672,3
3673,3
3674,2
3675,5
3676,3
3677,3
3678,1
3679,1
3680,1
3681,5
3682,4
3683,1
3684,4
3685,2
3686,1
3687,4
3688,1
3689,5
3690,4
3691,5
3692,4
3693,1
3694,5
3695,1
3696,1
3697,1
3698,1
3699,3
3700,5
3701,1
3702,2
3703,5
3704,4
3705,2
3706,4
3707,4
3708,4
3709,4
3710,2
3711,3
3712,3
3713,5
3714,1
3715,5
3716,1
3717,1
3718,5
3719,4
3720,4
3721,5
3722,5
3723,4
3724,5
3725,0
3726,1
3727,4
3728,1
3729,4
3730,1
3731,1
3732,4
3733,3
3734,4
3735,2
3736,1
3737,4
3738,1
3739,4
3740,5
3741,5
3742,5
3743,5
3744,5
3745,5
3746,5
3747,4
3748,1
3749,5
3750,5
3751,3
3752,2
3753,4
3754,1
3755,1
3756,2
3757,1
3758,2
3759,4
3760,4
3761,1
3762,0
3763,1
3764,1
3765,4
3766,1
3767,1
3768,1
3769,1
3770,4
3771,4
3772,1
3773,1
3774,1
3775,1
3776,4
3777,4
3778,3
3779,3
3780,5
3781,2
3782,5
3783,2
3784,4
3785,2
3786,2
3787,2
3788,4
3789,4
3790,0
3791,5
3792,3
3793,1
3794,4
3795,5
3796,3
3797,1
3798,1
3799,4
3800,4
3801,3
3802,4
3803,3
3804,5
3805,2
3806,5
3807,3
3808,2
3809,4
3810,1
3811,1
3812,4
3813,4
3814,5
3815,1
3816,4
3817,1
3818,5
3819,2
3820,5
3821,5
3822,3
3823,2
3824,4
3825,2
3826,5
3827,2
3828,2
3829,1
3830,1
3831,4
3832,1
3833,2
3834,2
3835,5
3836,4
3837,1
3838,4
3839,4
3840,5
3841,2
3842,1
3843,5
3844,1
3845,5
3846,2
3847,1
3848,4
3849,4
3850,1
3851,3
3852,5
3853,1
3854,5
3855,5
3856,1
3857,3
3858,5
3859,2
3860,3
3861,2
3862,1
3863,3
3864,3
3865,2
3866,2
3867,2
3868,3
3869,2
3870,1
3871,2
3872,2
3873,2
3874,1
3875,5
3876,4
3877,4
3878,2
3879,4
3880,5
3881,1
3882,4
3883,1
3884,5
3885,4
3886,1
3887,4
3888,5
3889,5
3890,5
3891,5
3892,4
3893,1
3894,5
3895,4
3896,5
3897,4
3898,5
3899,5
3900,2
3901,4
3902,4
3903,5
3904,4
3905,4
3906,2
3907,4
3908,4
3909,1
3910,5
3911,1
3912,4
3913,1
3914,4
3915,5
3916,1
3917,4
3918,1
3919,1
3920,1
3921,3
3922,2
3923,3
3924,4
3925,4
3926,1
3927,3
3928,2
3929,5
3930,5
3931,1
3932,2
3933,4
3934,2
3935,4
3936,2
3937,3
3938,4
3939,5
3940,1
3941,5
3942,1
3943,3
3944,3
3945,4
3946,2
3947,5
3948,1
3949,1
3950,1
3951,5
3952,4
3953,2
3954,2
3955,3
3956,1
3957,5
3958,3
3959,4
3960,3
3961,3
3962,2
3963,3
3964,1
3965,1
3966,5
3967,1
3968,2
3969,2
3970,3
3971,1
3972,1
3973,5
3974,1
3975,3
3976,4
3977,3
3978,3
3979,4
3980,5
3981,5
3982,5
3983,5
3984,1
3985,5
3986,1
3987,1
3988,5
3989,1
3990,5
3991,1
3992,4
3993,1
3994,3
3995,5
3996,1
3997,2
3998,1
3999,4
4000,1
4001,2
4002,2
4003,2
4004,5
4005,2
4006,1
4007,1
4008,1
4009,5
4010,4
4011,1
4012,2
4013,5
4014,1
4015,5
4016,1
4017,3
4018,5
4019,2
4020,2
4021,5
4022,2
4023,2
4024,4
4025,1
4026,3
4027,4
4028,1
4029,5
4030,1
4031,1
4032,2
4033,1
4034,1
4035,5
4036,3
4037,1
4038,2
4039,3
4040,4
4041,2
4042,1
4043,5
4044,5
4045,4
4046,5
4047,4
4048,1
4049,1
4050,4
4051,1
4052,1
4053,4
4054,5
4055,3
4056,3
4057,2
4058,5
4059,5
4060,1
4061,4
4062,1
4063,4
4064,2
4065,2
4066,3
4067,2
4068,3
4069,1
4070,1
4071,2
4072,2
4073,4
4074,1
4075,2
4076,4
4077,1
4078,5
4079,1
4080,5
4081,5
4082,1
4083,1
4084,5
4085,2
4086,5
4087,4
4088,1
4089,4
4090,5
4091,5
4092,1
4093,4
4094,5
4095,4
4096,1
4097,5
4098,4
4099,4
4100,1
4101,2
4102,5
4103,5
4104,1
4105,4
4106,4
4107,1
4108,3
4109,5
4110,1
4111,2
4112,5
4113,2
4114,2
4115,1
4116,5
4117,2
4118,2
4119,1
4120,5
4121,1
4122,5
4123,2
4124,1
4125,3
4126,2
4127,5
4128,5
4129,5
4130,3
4131,2
4132,3
4133,2
4134,1
4135,5
4136,4
4137,2
4138,1
4139,5
4140,2
4141,2
4142,2
4143,5
4144,2
4145,1
4146,4
4147,5
4148,4
4149,4
4150,0
4151,5
4152,2
4153,1
4154,4
4155,3
4156,5
4157,4
4158,5
4159,5
4160,4
4161,1
4162,5
4163,4
4164,2
4165,2
4166,2
4167,2
4168,4
4169,1
4170,1
4171,4
4172,2
4173,4
4174,4
4175,4
4176,2
4177,1
4178,2
4179,2
4180,2
4181,2
4182,2
4183,3
4184,2
4185,3
4186,4
4187,1
4188,1
4189,4
4190,1
4191,3
4192,5
4193,4
4194,5
4195,1
4196,2
4197,3
4198,1
4199,1
4200,1
4201,2
4202,2
4203,2
4204,4
4205,3
4206,2
4207,4
4208,4
4209,1
4210,5
4211,3
4212,1
4213,3
4214,3
4215,2
4216,3
4217,2
4218,1
4219,2
4220,3
4221,2
4222,3
4223,5
4224,1
4225,3
4226,5
4227,1
4228,4
4229,5
4230,4
4231,3
4232,4
4233,3
4234,1
4235,1
4236,1
4237,2
4238,2
4239,4
4240,4
4241,1
4242,1
4243,4
4244,2
4245,2
4246,3
4247,4
4248,1
4249,4
4250,4
4251,1
4252,4
4253,3
4254,1
4255,2
4256,2
4257,1
4258,2
4259,1
4260,1
4261,1
4262,4
4263,1
4264,1
4265,5
4266,4
4267,4
4268,3
4269,4
4270,3
4271,2
4272,1
4273,2
4274,2
4275,3
4276,4
4277,1
4278,1
4279,4
4280,3
4281,1
4282,1
4283,1
4284,3
4285,1
4286,5
4287,3
4288,3
4289,1
4290,2
4291,2
4292,2
4293,2
4294,2
4295,1
4296,4
4297,5
4298,5
4299,4
4300,4
4301,1
4302,1
4303,1
4304,2
4305,4
4306,4
4307,2
4308,1
4309,1
4310,4
4311,1
4312,4
4313,2
4314,2
4315,5
4316,5
4317,1
4318,5
4319,4
4320,1
4321,4
4322,3
4323,4
4324,3
4325,3
4326,1
4327,4
4328,1
4329,3
4330,2
4331,1
4332,3
4333,5
4334,3
4335,5
4336,4
4337,2
4338,4
4339,4
4340,3
4341,4
4342,1
4343,5
4344,5
4345,3
4346,4
4347,0
4348,2
4349,2
4350,4
4351,2
4352,4
4353,3
4354,4
4355,4
4356,3
4357,5
4358,2
4359,2
4360,1
4361,5
4362,1
4363,4
4364,1
4365,5
4366,1
4367,3
4368,5
4369,1
4370,3
4371,4
4372,5
4373,4
4374,1
4375,5
4376,1
4377,1
4378,1
4379,5
4380,2
4381,1
4382,4
4383,5
4384,1
4385,1
4386,1
4387,5
4388,1
4389,1
4390,5
4391,5
4392,2
4393,5
4394,5
4395,1
4396,2
4397,2
4398,1
4399,3
4400,4
4401,5
4402,4
4403,3
4404,3
4405,4
4406,4
4407,2
4408,2
4409,4
4410,1
4411,4
4412,2
4413,2
4414,1
4415,2
4416,5
4417,1
4418,1
4419,1
4420,5
4421,2
4422,2
4423,2
4424,5
4425,1
4426,2
4427,5
4428,1
4429,4
4430,1
4431,5
4432,2
4433,1
4434,2
4435,3
4436,3
4437,1
4438,2
4439,5
4440,2
4441,1
4442,1
4443,1
4444,5
4445,2
4446,3
4447,2
4448,5
4449,2
4450,5
4451,2
4452,1
4453,5
4454,4
4455,3
4456,5
4457,4
4458,1
4459,1
4460,1
4461,0
4462,3
4463,5
4464,1
4465,3
4466,3
4467,3
4468,1
4469,3
4470,5
4471,1
4472,2
4473,5
4474,1
4475,4
4476,2
4477,4
4478,1
4479,1
4480,5
4481,5
4482,2
4483,5
4484,2
4485,1
4486,5
4487,2
4488,4
4489,3
4490,4
4491,1
4492,5
4493,1
4494,1
4495,1
4496,5
4497,2
4498,1
4499,1
4500,4
4501,1
4502,2
4503,2
4504,2
4505,3
4506,3
4507,3
4508,4
4509,2
4510,2
4511,2
4512,3
4513,3
4514,4
4515,3
4516,1
4517,1
4518,5
4519,4
4520,5
4521,5
4522,4
4523,1
4524,2
4525,2
4526,1
4527,2
4528,1
4529,2
4530,5
4531,5
4532,5
4533,1
4534,3
4535,5
4536,2
4537,2
4538,4
4539,1
4540,1
4541,2
4542,2
4543,3
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,2
4555,1
4556,2
4557,2
4558,5
4559,1
4560,4
4561,1
4562,2
4563,1
4564,1
4565,2
4566,5
4567,2
4568,4
4569,1
4570,4
4571,5
4572,2
4573,1
4574,5
4575,1
4576,5
4577,5
4578,1
4579,4
4580,5
4581,3
4582,3
4583,2
4584,2
4585,4
4586,1
4587,4
4588,2
4589,2
4590,2
4591,3
4592,3
4593,2
4594,3
4595,1
4596,5
4597,1
4598,5
4599,3
4600,3
4601,5
4602,2
4603,1
4604,3
4605,5
4606,1
4607,4
4608,2
4609,2
4610,1
4611,1
4612,5
4613,4
4614,4
4615,5
4616,1
4617,1
4618,1
4619,5
4620,1
4621,4
4622,1
4623,1
4624,1
4625,4
4626,5
4627,1
4628,5
4629,4
4630,5
4631,5
4632,5
4633,3
4634,4
4635,3
4636,2
4637,2
4638,2
4639,1
4640,1
4641,2
4642,2
4643,1
4644,4
4645,3
4646,4
4647,4
4648,1
4649,5
4650,2
4651,3
4652,3
4653,2
4654,5
4655,3
4656,3
4657,2
4658,5
4659,1
4660,1
4661,1
4662,1
4663,1
4664,5
4665,1
4666,0
4667,3
4668,3
4669,5
4670,4
4671,4
4672,1
4673,1
4674,1
4675,1
4676,5
4677,4
4678,5
4679,1
4680,5
4681,5
4682,4
4683,4
4684,4
4685,5
4686,5
4687,5
4688,5
4689,5
4690,4
4691,5
4692,5
4693,3
4694,4
4695,1
4696,2
4697,2
4698,5
4699,1
4700,1
4701,5
4702,2
4703,4
4704,2
4705,4
4706,5
4707,2
4708,4
4709,3
4710,2
4711,4
4712,4
4713,3
4714,5
4715,4
4716,4
4717,1
4718,1
4719,5
4720,5
4721,5
4722,5
4723,1
4724,1
4725,2
4726,3
4727,1
4728,5
4729,3
4730,4
4731,2
4732,1
4733,5
4734,5
4735,3
4736,2
4737,2
4738,1
4739,2
4740,2
4741,4
4742,3
4743,3
4744,1
4745,3
4746,4
4747,4
4748,4
4749,5
4750,1
4751,3
4752,5
4753,5
4754,2
4755,2
4756,4
4757,3
4758,1
4759,1
4760,1
4761,5
4762,5
4763,4
4764,4
4765,1
4766,1
4767,4
4768,3
4769,5
4770,1
4771,1
4772,4
4773,1
4774,2
4775,5
4776,1
4777,4
4778,3
4779,3
4780,3
4781,1
4782,1
4783,1
4784,5
4785,1
4786,1
4787,5
4788,4
4789,4
4790,1
4791,2
4792,1
4793,1
4794,1
4795,2
4796,1
4797,3
4798,3
4799,3
4800,4
4801,1
4802,5
4803,4
4804,5
4805,4
4806,3
4807,3
4808,1
4809,1
4810,4
4811,5
4812,1
4813,4
4814,4
4815,1
4816,4
4817,1
4818,1
4819,1
4820,1
4821,1
4822,5
4823,1
4824,4
4825,1
4826,2
4827,1
4828,5
4829,3
4830,4
4831,1
4832,1
4833,1
4834,3
4835,1
4836,1
4837,1
4838,5
4839,4
4840,3
4841,3
4842,1
4843,1
4844,0
4845,1
4846,3
4847,0
4848,1
4849,1
4850,1
4851,4
4852,5
4853,1
4854,4
4855,3
4856,2
4857,5
4858,1
4859,1
4860,4
4861,3
4862,4
4863,4
4864,5
4865,1
4866,4
4867,5
4868,5
4869,1
4870,2
4871,5
4872,4
4873,4
4874,1
4875,2
4876,4
4877,5
4878,1
4879,2
4880,3
4881,2
4882,2
4883,3
4884,3
4885,3
4886,2
4887,4
4888,1
4889,5
4890,1
4891,1
4892,1
4893,1
4894,2
4895,5
4896,2
4897,4
4898,1
4899,5
4900,2
4901,1
4902,5
4903,5
4904,1
4905,1
4906,5
4907,4
4908,3
4909,2
4910,2
4911,1
4912,3
4913,1
4914,4
4915,4
4916,1
4917,1
4918,4
4919,1
4920,5
4921,1
4922,4
4923,1
4924,1
4925,4
4926,3
4927,1
4928,2
4929,1
4930,1
4931,1
4932,5
4933,3
4934,2
4935,1
4936,5
4937,1
4938,1
4939,1
4940,1
4941,1
4942,1
4943,4
4944,1
4945,1
4946,2
4947,3
4948,2
4949,2
4950,3
4951,5
4952,1
4953,2
4954,1
4955,2
4956,3
4957,1
4958,4
4959,2
4960,3
4961,2
4962,2
4963,5
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,5
4971,1
4972,3
4973,5
4974,1
4975,1
4976,5
4977,2
4978,3
4979,3
4980,1
4981,3
4982,1
4983,5
4984,1
4985,1
4986,3
4987,2
4988,1
4989,2
4990,5
4991,1
4992,2
4993,3
4994,1
4995,3
4996,5
4997,3
4998,2
4999,4
5000,4
5001,3
5002,4
5003,1
5004,1
5005,1
5006,5
5007,1
5008,1
5009,1
5010,5
5011,1
5012,1
5013,4
5014,5
5015,1
5016,5
5017,1
5018,1
5019,3
5020,5
5021,1
5022,3
5023,1
5024,3
5025,5
5026,2
5027,2
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,3
5035,4
5036,1
5037,5
5038,4
5039,5
5040,4
5041,1
5042,0
5043,3
5044,5
5045,3
5046,1
5047,1
5048,5
5049,5
5050,5
5051,1
5052,1
5053,5
5054,5
5055,5
5056,1
5057,5
5058,1
5059,1
5060,2
5061,2
5062,1
5063,4
5064,4
5065,1
5066,3
5067,2
5068,2
5069,3
5070,3
5071,3
5072,4
5073,1
5074,4
5075,2
5076,4
5077,4
5078,4
5079,5
5080,1
5081,2
5082,5
5083,1
5084,3
5085,2
5086,1
5087,4
5088,1
5089,1
5090,4
5091,1
5092,1
5093,4
5094,4
5095,1
5096,1
5097,1
5098,1
5099,1
5100,1
5101,1
5102,1
5103,4
5104,1
5105,5
5106,1
5107,1
5108,5
5109,1
5110,1
5111,5
5112,1
5113,5
5114,5
5115,5
5116,3
5117,2
5118,3
5119,3
5120,4
5121,3
5122,4
5123,3
5124,4
5125,2
5126,3
5127,1
5128,3
5129,4
5130,1
5131,1
5132,2
5133,3
5134,4
5135,1
5136,1
5137,2
5138,5
5139,1
5140,5
5141,4
5142,1
5143,1
5144,1
5145,1
5146,3
5147,0
5148,5
5149,1
5150,2
5151,5
5152,1
5153,4
5154,1
5155,5
5156,5
5157,1
5158,1
5159,3
5160,5
5161,4
5162,2
5163,3
5164,2
5165,2
5166,3
5167,2
5168,5
5169,2
5170,5
5171,2
5172,2
5173,2
5174,2
5175,2
5176,2
5177,2
5178,2
5179,2
5180,2
5181,2
5182,3
5183,4
5184,1
5185,4
5186,3
5187,1
5188,5
5189,1
5190,2
5191,1
5192,4
5193,5
5194,1
5195,5
5196,3
5197,3
5198,4
5199,1
5200,4
5201,1
5202,1
5203,4
5204,2
5205,5
5206,4
5207,1
5208,1
5209,5
5210,4
5211,1
5212,1
5213,1
5214,4
5215,3
5216,5
5217,1
5218,5
5219,4
5220,2
5221,1
5222,1
5223,1
5224,2
5225,1
5226,1
5227,3
5228,1
5229,2
5230,3
5231,3
5232,3
5233,2
5234,1
5235,2
5236,1
5237,5
5238,2
5239,4
5240,4
5241,4
5242,1
5243,2
5244,1
5245,1
5246,1
5247,1
5248,1
5249,2
5250,1
5251,1
5252,3
5253,2
5254,1
5255,1
5256,1
5257,3
5258,2
5259,2
5260,2
5261,4
5262,1
5263,3
5264,4
5265,1
5266,2
5267,3
5268,3
5269,4
5270,5
5271,2
5272,2
5273,2
5274,4
5275,1
5276,2
5277,3
5278,1
5279,2
5280,4
5281,2
5282,4
5283,3
5284,3
5285,4
5286,1
5287,2
5288,1
5289,2
5290,3
5291,3
5292,1
5293,1
5294,1
5295,5
5296,5
5297,1
5298,1
5299,5
5300,1
5301,3
5302,1
5303,4
5304,2
5305,3
5306,2
5307,4
5308,2
5309,1
5310,1
5311,2
5312,3
5313,3
5314,4
5315,3
5316,1
5317,1
5318,1
5319,4
5320,1
5321,5
5322,3
5323,3
5324,4
5325,2
5326,1
5327,5
5328,3
5329,2
5330,1
5331,2
5332,1
5333,3
5334,3
5335,2
5336,4
5337,1
5338,4
5339,1
5340,1
5341,4
5342,5
5343,5
5344,4
5345,1
5346,1
5347,3
5348,5
5349,1
5350,1
5351,4
5352,5
5353,2
5354,2
5355,4
5356,5
5357,1
5358,3
5359,1
5360,4
5361,5
5362,3
5363,1
5364,1
5365,5
5366,1
5367,4
5368,1
5369,2
5370,5
5371,1
5372,2
5373,2
5374,2
5375,2
5376,5
5377,1
5378,2
5379,2
5380,5
5381,3
5382,5
5383,2
5384,3
5385,2
5386,2
5387,5
5388,5
5389,1
5390,1
5391,3
5392,1
5393,1
5394,1
5395,1
5396,2
5397,1
5398,2
5399,3
5400,4
5401,5
5402,1
5403,4
5404,2
5405,0
5406,1
5407,5
5408,1
5409,5
5410,1
5411,1
5412,5
5413,5
5414,4
5415,4
5416,1
5417,1
5418,1
5419,5
5420,5
5421,4
5422,1
5423,4
5424,2
5425,5
5426,1
5427,1
5428,1
5429,1
5430,5
5431,2
5432,1
5433,1
5434,2
5435,2
5436,3
5437,1
5438,1
5439,1
5440,1
5441,1
5442,1
5443,5
5444,1
5445,1
5446,5
5447,1
5448,1
5449,5
5450,1
5451,4
5452,1
5453,5
5454,5
5455,1
5456,1
5457,4
5458,5
5459,1
5460,2
5461,5
5462,5
5463,1
5464,1
5465,1
5466,2
5467,4
5468,2
5469,2
5470,2
5471,5
5472,3
5473,1
5474,4
5475,2
5476,4
5477,4
5478,4
5479,3
5480,1
5481,3
5482,5
5483,3
5484,3
5485,3
5486,5
5487,3
5488,4
5489,1
5490,3
5491,1
5492,1
5493,1
5494,4
5495,2
5496,1
5497,5
5498,1
5499,5
5500,2
5501,1
5502,1
5503,1
5504,2
5505,2
5506,1
5507,4
5508,2
5509,1
5510,1
5511,2
5512,1
5513,2
5514,3
5515,2
5516,5
5517,4
5518,3
5519,4
5520,1
5521,1
5522,1
5523,2
5524,3
5525,1
5526,5
5527,5
5528,3
5529,3
5530,5
5531,5
5532,4
5533,1
5534,2
5535,1
5536,2
5537,1
5538,4
5539,1
5540,1
5541,4
5542,1
5543,1
5544,4
5545,2
5546,2
5547,1
5548,5
5549,5
5550,5
5551,5
5552,5
5553,3
5554,1
5555,5
5556,3
5557,4
5558,4
5559,2
5560,1
5561,2
5562,4
5563,4
5564,5
5565,5
5566,4
5567,1
5568,3
5569,5
5570,1
5571,5
5572,1
5573,1
5574,2
5575,4
5576,2
5577,2
5578,1
5579,3
5580,2
5581,1
5582,2
5583,4
5584,2
5585,5
5586,5
5587,2
5588,1
5589,1
5590,3
5591,2
5592,1
5593,5
5594,3
5595,3
5596,4
5597,2
5598,3
5599,3
5600,1
5601,1
5602,3
5603,2
5604,1
5605,1
5606,3
5607,5
5608,4
5609,1
5610,1
5611,1
5612,1
5613,2
5614,1
5615,1
5616,5
5617,4
5618,1
5619,4
5620,5
5621,5
5622,3
5623,2
5624,5
5625,1
5626,5
5627,1
5628,4
5629,4
5630,2
5631,1
5632,4
5633,1
5634,5
5635,5
5636,5
5637,1
5638,5
5639,1
5640,1
5641,1
5642,1
5643,2
5644,4
5645,2
5646,1
5647,2
5648,4
5649,2
5650,4
5651,2
5652,5
5653,4
5654,1
5655,1
5656,5
5657,2
5658,2
5659,3
5660,2
5661,5
5662,1
5663,4
5664,1
5665,3
5666,4
5667,5
5668,5
5669,4
5670,2
5671,5
5672,4
5673,4
5674,5
5675,5
5676,1
5677,1
5678,1
5679,2
5680,2
5681,1
5682,5
5683,1
5684,4
5685,1
5686,5
5687,2
5688,2
5689,1
5690,4
5691,2
5692,2
5693,5
5694,3
5695,1
5696,1
5697,1
5698,1
5699,0
5700,1
5701,1
5702,1
5703,2
5704,5
5705,5
5706,1
5707,2
5708,1
5709,1
5710,4
5711,3
5712,3
5713,4
5714,1
5715,2
5716,1
5717,4
5718,4
5719,5
5720,3
5721,2
5722,2
5723,1
5724,1
5725,2
5726,3
5727,5
5728,2
5729,2
5730,2
5731,4
5732,1
5733,2
5734,4
5735,2
5736,3
5737,5
5738,2
5739,3
5740,3
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,5
5748,1
5749,4
5750,3
5751,1
5752,1
5753,2
5754,5
5755,1
5756,4
5757,5
5758,5
5759,3
5760,3
5761,4
5762,3
5763,2
5764,2
5765,1
5766,3
5767,2
5768,2
5769,2
5770,1
5771,4
5772,5
5773,5
5774,1
5775,4
5776,4
5777,1
5778,5
5779,4
5780,5
5781,5
5782,4
5783,4
5784,1
5785,1
5786,1
5787,1
5788,1
5789,4
5790,4
5791,5
5792,1
5793,1
